Access_ID,Date,AccountMng_Pages,AccountMng_Duration,FAQ_Pages,FAQ_Duration,Product_Pages,Product_Duration,GoogleAnalytics_BounceRate,GoogleAnalytics_ExitRate,GoogleAnalytics_PageValue,OS,Browser,Country,Type_of_Traffic,Type_of_Visitor,Buy
156076225,4-Aug-20,6,75.5,0,0,3,66.05,0,0.0222,21.4714,Windows,2,Italy,6,Returner,1
156176976,5-Nov-20,0,0,0,0,21,1598.25,0.0222,0.0473,0,iOS,1,Brazil,1,Returner,0
156527868,24-Nov-20,0,0,0,0,33,2861.9667,0,0.0344,0,Windows,2,United Kingdom,2,Returner,0
156599350,20-May-20,1,21,0,0,31,945.6667,0.0069,0.0103,0,Windows,2,Portugal,4,New_Access,0
156760379,24-Nov-20,1,215.6,2,8,27,2968.9,0.0214,0.0369,0,MacOSX,2,Other,1,Returner,0
156775435,11-Nov-20,3,53.5,1,18,42,2553.8583,0,0.0221,0,Windows,2,France,1,Returner,0
156788244,6-May-20,0,0,0,0,12,103,0.1333,0.1667,0,Windows,2,Portugal,3,Returner,0
157024096,14-Sep-20,8,375.12,0,0,13,288.7133,0,0.0036,0,MacOSX,2,Brazil,3,New_Access,0
157093368,29-Jul-20,2,81.6,1,0,32,2230.6005,0.0125,0.0231,0,Windows,2,United Kingdom,1,Returner,0
157115462,4-Nov-20,4,46.0417,4,93.4167,75,6057.929,0.0104,0.0197,0,MacOSX,2,Portugal,2,Returner,1
157306436,8-Oct-20,1,17.2,0,0,6,243.3,0,0.05,22.0958,Android,8,Germany,1,Returner,0
157441575,25-Mar-20,10,164.5,1,3,61,2292.6798,0,0.0096,0,Windows,2,Portugal,1,Returner,0
157483443,18-Jul-20,1,29.2,0,0,66,1364.8733,0.0172,0.0365,16.1347,Android,1,Germany,1,Returner,0
157539793,4-Mar-20,0,0,0,0,12,471.5,0.0167,0.0667,0,Android,1,Other,3,Returner,0
157554381,23-Oct-20,0,0,0,0,11,650.1667,0.0364,0.0606,0,Android,1,Other,1,Returner,0
157573744,30-Dec-20,1,43.5,0,0,6,183.875,0,0.0143,0,Windows,2,Portugal,2,New_Access,0
157781528,26-Oct-20,2,33.8667,4,32.7,109,1759.6865,0,0.0097,48.7308,iOS,1,Spain,6,Returner,1
157810019,9-May-20,0,0,0,0,2,0,0.0667,0.1333,0,Windows,2,France,4,Returner,0
157817215,23-Jul-20,3,40.55,0,0,10,151.0818,0.0083,0.0389,0,Windows,2,Portugal,5,New_Access,0
157917195,15-May-20,0,0,0,0,41,3272,0.0452,0.0786,0,Windows,6,Portugal,6,Returner,0
157983480,14-Mar-20,0,0,0,0,22,762.5476,0,0.0174,0,Windows,2,Portugal,3,Returner,0
158049178,20-Jul-20,0,0,0,0,2,12,0,0.1,0,Windows,10,France,6,Returner,0
158081501,5-Dec-20,2,33.5,0,0,8,556,0,0.0152,0,Windows,2,Portugal,2,New_Access,0
158160520,6-Nov-20,0,0,2,199,30,661.1389,0.0063,0.0271,0,Windows,2,Spain,10,Returner,1
158180363,12-Jul-20,0,0,0,0,14,343.52,0,0.0286,0,MacOSX,2,Germany,1,Returner,0
158192641,9-Mar-20,6,192.5,0,0,113,3000.6667,0.0035,0.0052,0,Windows,2,Spain,2,Returner,0
158216403,10-Nov-20,5,172.8493,0,0,33,2002.8143,0,0.0296,18.1339,Windows,2,Portugal,11,Returner,0
158258996,2-Sep-20,3,72.6,0,0,17,544.1,0,0.002,0,Windows,2,United Kingdom,2,New_Access,0
158300853,10-Nov-20,5,36,0,0,237,6817.9422,0.0017,0.0138,3.9603,Windows,2,Portugal,3,Returner,1
158368879,29-Jun-20,3,215.4,0,0,19,1221.7,0,0,0,Windows,2,Portugal,2,New_Access,0
158430125,20-Mar-20,2,17,1,105,9,148.25,0.02,0.022,0,MacOSX,2,Portugal,1,Returner,0
158484626,26-May-20,0,0,0,0,23,1134.5,0.0665,0.1027,0,Windows,5,Portugal,11,Returner,0
158508827,22-Oct-20,2,61.5,0,0,6,99,0,0.0083,0,Android,1,Other,3,Returner,0
158521702,20-Nov-20,0,0,0,0,5,44.5,0.12,0.16,0,Android,1,Portugal,3,Returner,0
158559023,4-May-20,0,0,0,0,58,2498.0298,0.0207,0.0463,0,Windows,6,Spain,15,Returner,0
158560001,12-Oct-20,0,0,0,0,18,860.5603,0,0.0097,0,MacOSX,2,Other,1,Returner,0
158628822,25-Dec-20,6,186.5,0,0,16,476.25,0.0111,0.0389,16.044,Windows,2,Spain,1,Returner,1
158641173,3-Mar-20,5,238.375,0,0,24,2174.375,0.0089,0.0175,27.0779,MacOSX,2,Spain,1,Returner,0
158644845,9-Dec-20,0,0,3,121.25,89,3296.6021,0.0033,0.0173,0,Android,1,Brazil,2,Returner,0
158712646,17-Nov-20,2,143.25,0,0,38,2508.4139,0,0.0075,54.1645,Windows,2,Italy,2,Returner,1
158793561,27-Mar-20,0,0,0,0,1,0,0.2,0.2,0,Windows,6,Portugal,1,Returner,0
158877376,26-May-20,0,0,0,0,13,734,0,0.0375,0,Android,1,Portugal,3,Returner,0
158981118,31-Mar-20,0,0,0,0,42,1185.6667,0,0.0048,0,Windows,2,Portugal,1,Returner,0
159052402,17-Mar-20,0,0,0,0,2,74,0.1,0.15,0,MacOSX,2,Portugal,3,Returner,0
159083876,13-May-20,7,63.1667,0,0,105,4797.9879,0.0056,0.0137,8.0724,Windows,2,Spain,1,Returner,0
159170714,4-May-20,0,0,0,0,2,16,0,0.1,0,Windows,2,Portugal,2,Returner,0
159231010,3-Nov-20,0,0,0,0,7,354.5,0.0286,0.04,0,Windows,2,Brazil,8,Returner,0
159287885,6-Oct-20,10,367.6333,5,74.5,181,4287.9606,0,0.0125,4.5296,Windows,2,Brazil,1,Returner,0
159325999,17-Nov-20,0,0,2,26,90,4875.6094,0.0198,0.0448,0,Windows,2,Italy,1,Returner,1
159439360,14-May-20,0,0,0,0,14,1025,0.0429,0.0667,0,iOS,2,Portugal,13,Returner,0
159464482,22-Nov-20,8,459.3333,0,0,25,2408.8155,0,0.0083,81.1952,MacOSX,2,Italy,8,Returner,1
159470688,13-May-20,0,0,0,0,1,0,0.2,0.2,0,Windows,2,Portugal,3,Returner,0
159486203,15-May-20,0,0,0,0,24,2022.25,0.0083,0.0486,0,Windows,2,Spain,13,Returner,0
159500700,19-Nov-20,0,0,0,0,9,1352,0.0222,0.0444,0,iOS,1,Italy,2,Returner,0
159528951,9-May-20,0,0,0,0,14,433.8333,0.0393,0.0929,0,Windows,4,France,4,Returner,0
159549160,19-May-20,0,0,0,0,10,450,0,0.014,0,MacOSX,2,Portugal,13,Returner,0
159593619,12-Dec-20,1,8,0,0,32,690.2542,0.0121,0.0298,10.0561,Android,1,Spain,2,Returner,0
159737974,8-Oct-20,4,69.9667,0,0,28,2728.755,0,0.0093,0,Android,1,Portugal,5,Returner,0
159822266,1-Oct-20,1,64.4,0,0,22,2364.65,0,0.0435,0,Windows,2,Portugal,2,Returner,0
159892298,25-Nov-20,27,853.7359,2,126.5,584,24844.1562,0.0021,0.0093,4.5111,Windows,4,Spain,8,Returner,0
160092719,20-Aug-20,4,391.3,0,0,24,1015.3,0,0.0042,61.9179,Windows,2,Spain,2,New_Access,1
160206330,25-Mar-20,0,0,4,32.5,7,67,0,0.0222,0,Windows,2,Portugal,8,New_Access,0
160268418,21-May-20,0,0,2,7,11,192.75,0,0.0346,0,Windows,2,Portugal,3,Returner,0
160289237,17-Nov-20,0,0,0,0,5,155.25,0,0.12,0,Android,1,Portugal,1,Returner,0
160471785,28-Dec-20,0,0,0,0,8,561.5,0,0.05,0,Windows,4,Italy,15,Returner,0
160550787,28-May-20,1,45,0,0,8,183,0,0.0111,0,Android,1,Portugal,4,Returner,0
160575349,29-Sep-20,1,62.4667,0,0,5,165.1,0,0.0167,0,MacOSX,2,Spain,3,New_Access,0
160579775,5-May-20,0,0,2,499,12,755,0,0.0154,71.488,Windows,5,France,2,New_Access,1
160867119,26-Nov-20,0,0,0,0,88,5093.3,0.0049,0.0234,0,Windows,2,Portugal,2,Returner,0
160878688,7-Nov-20,2,96,0,0,61,1260.525,0,0.0032,131.504,Windows,2,Italy,10,Returner,1
160886156,3-Mar-20,0,0,0,0,30,390.6667,0.0067,0.0567,0,Windows,6,Other,1,Returner,0
160886320,24-Dec-20,0,0,0,0,44,784.8833,0,0.0048,360.9534,Ubuntu,13,United Kingdom,15,Other,1
160953875,26-Nov-20,2,28,0,0,27,434.5,0,0.0069,0,Ubuntu,2,Italy,2,New_Access,1
160980915,11-Mar-20,2,4,0,0,10,284,0,0.0167,33.3283,Windows,5,Portugal,8,New_Access,1
160981005,7-Sep-20,0,0,0,0,52,1218.1,0.0013,0.0304,0,Windows,2,Spain,1,Returner,0
161005169,21-May-20,3,37,0,0,53,2409.0684,0.002,0.0181,0,MacOSX,2,Portugal,1,Returner,0
161005496,22-Nov-20,16,164.925,5,66.875,64,1899.5989,0.011,0.0299,83.7865,MacOSX,2,Portugal,3,Returner,0
161114354,8-Jun-20,0,0,0,0,27,458.256,0.0074,0.0222,38.1237,Android,1,France,2,Returner,1
161225596,7-Mar-20,0,0,0,0,29,438.8667,0,0.0207,0,iOS,2,Spain,1,Returner,0
161301782,8-May-20,2,248,1,0,44,815.475,0,0.0236,0,Windows,2,Portugal,3,Returner,0
161329566,30-Nov-20,14,228.7485,6,121.5833,336,12166.6942,0,0.0121,0.067,Windows,2,Italy,2,Returner,1
161422074,24-Aug-20,4,275.1,1,16.6,229,6984.6115,0.0171,0.0218,0.7809,MacOSX,2,Germany,13,Returner,0
161436001,12-Aug-20,5,69.9,0,0,62,1846.6667,0.0061,0.0189,0,Windows,2,Portugal,3,Returner,0
161453416,23-Oct-20,0,0,0,0,28,527.8333,0.0296,0.0481,0,Windows,2,France,13,Returner,0
161470893,30-May-20,8,131.3333,1,4,95,2107.5833,0,0.0042,0,Windows,2,Brazil,4,Returner,0
161766339,10-Nov-20,0,0,0,0,1,0,0.2,0.2,0,iOS,2,Portugal,8,New_Access,0
161783952,19-May-20,2,59.5,1,20,96,5604.9774,0.0049,0.0166,5.3449,Windows,7,Portugal,6,Returner,1
161802357,22-May-20,0,0,0,0,32,2759.6333,0.0271,0.0385,0,MacOSX,2,Spain,2,Returner,0
161804326,6-Nov-20,7,381.75,0,0,69,2599.0153,0.0118,0.0345,5.5603,Android,1,Portugal,2,Returner,1
161964907,14-Mar-20,5,141,0,0,33,1371.6333,0,0.0056,44.711,Windows,4,Spain,8,New_Access,1
162040458,25-Jul-20,5,277.8,0,0,25,884.5,0,0.0036,7.4805,Windows,10,France,2,New_Access,1
162134978,14-Nov-20,1,34.5,0,0,40,1473.6583,0,0.0312,0,Android,1,Germany,10,Returner,0
162195262,6-Dec-20,8,487,0,0,28,839.5179,0,0.0031,0,Android,1,Spain,2,Returner,0
162247579,2-May-20,1,5,0,0,17,463.6667,0,0.0244,0,Windows,2,Italy,4,Returner,0
162285356,21-May-20,0,0,0,0,3,15,0,0.0667,0,Android,1,Spain,3,Returner,0
162339132,3-Mar-20,0,0,0,0,1,0,0.2,0.2,0,MacOSX,2,Switzerland,1,Returner,0
162440215,30-Jun-20,3,32.1,0,0,3,21.1,0.0286,0.0429,0,MacOSX,2,Other,5,New_Access,0
162454181,4-May-20,9,233.5,2,102,81,2477.6667,0.0011,0.012,0,Windows,2,Portugal,2,Returner,0
162541415,10-Mar-20,0,0,0,0,1,0,0.2,0.2,0,Windows,5,United Kingdom,1,Returner,0
162548925,16-Nov-20,5,112.1667,0,0,60,1883.8667,0.0175,0.0424,0,Windows,2,Portugal,2,Returner,0
162550312,2-Nov-20,1,55.5,0,0,8,158.25,0,0.0222,0,Windows,2,Spain,10,Returner,0
162662544,15-Nov-20,0,0,0,0,21,1050.25,0,0.0286,0,Windows,2,Other,2,Returner,0
162770842,5-Sep-20,5,156.2,0,0,22,742,0,0.0074,32.2225,Android,1,Spain,5,New_Access,1
162772152,11-Mar-20,0,0,0,0,7,125,0,0.0286,0,Windows,2,Portugal,1,Returner,0
162782642,27-Mar-20,0,0,0,0,1,0,0.2,0.2,0,Android,1,Germany,1,Returner,0
162951584,18-May-20,10,261.5,4,406,60,3121.2833,0.0029,0.0109,13.7181,MacOSX,2,Spain,6,Returner,0
163048275,18-Dec-20,0,0,0,0,17,2186.9615,0.0188,0.0242,0,Android,1,Portugal,10,Returner,0
163067551,3-Feb-20,0,0,0,0,1,0,0.2,0.2,0,MacOSX,2,Spain,3,Returner,0
163120301,20-Mar-20,4,985.5,4,308,6,328,0,0.0154,0,Windows,2,Spain,2,New_Access,0
163208020,19-May-20,0,0,0,0,4,29,0.1,0.125,0,Windows,2,France,4,Returner,0
163230581,28-May-20,1,4,0,0,13,161.1667,0.0246,0.0615,0,Windows,5,United Kingdom,5,Returner,0
163250285,6-Nov-20,6,76.3125,0,0,187,6338.2566,0.0031,0.0241,2.1227,Windows,4,Portugal,2,Returner,0
163364408,14-Nov-20,0,0,0,0,28,630.0833,0.0136,0.0328,0,Android,1,Portugal,10,Returner,0
163504716,29-Nov-20,0,0,0,0,6,118.3333,0.0333,0.0444,0,MacOSX,2,Portugal,3,Returner,0
163561648,17-May-20,2,37,1,18,25,430.5,0,0.0071,0,Windows,2,France,2,Returner,0
163571863,11-Nov-20,0,0,0,0,23,966.3583,0,0.0041,0,MacOSX,2,Italy,2,Returner,0
163572328,16-Dec-20,1,3,0,0,10,577.1667,0,0.0222,0,Android,1,Spain,1,Returner,0
163581175,17-Mar-20,6,101.3333,0,0,10,266.5,0.0286,0.0286,0,Windows,2,Brazil,1,Returner,0
163665791,12-Nov-20,0,0,0,0,8,97,0,0.025,0,Windows,2,Spain,2,Returner,1
163704394,4-May-20,5,339.1667,0,0,20,525.6667,0,0.0045,0,Android,2,Spain,2,Returner,0
163736219,11-Sep-20,3,53.5,0,0,82,3801.6804,0.0107,0.0302,0.9064,Windows,2,Portugal,4,Returner,0
163906540,31-Mar-20,1,4,0,0,37,1096.75,0,0.0202,0,Windows,2,Other,10,Returner,0
163916343,16-Nov-20,5,316.5,4,185.5,144,5757.854,0.003,0.014,0,Android,1,Portugal,2,Returner,0
164002095,26-May-20,1,16,1,29,19,1083.6905,0.016,0.0249,19.3154,MacOSX,2,Portugal,2,Returner,0
164073345,31-May-20,0,0,0,0,6,114,0,0.0333,0,Windows,2,Spain,1,Returner,0
164133861,22-Mar-20,0,0,0,0,9,639,0,0.025,81.2475,Android,1,France,9,Returner,1
164146640,29-May-20,7,200.5,0,0,66,2656.1833,0.0009,0.0097,2.2085,Windows,2,Portugal,1,Returner,0
164152471,28-May-20,12,203.4714,1,0,220,11308.098,0.0017,0.0124,0.6731,Windows,2,Switzerland,6,Returner,0
164259748,17-Nov-20,0,0,0,0,7,71.6,0.0286,0.0714,0,Android,1,United Kingdom,4,Returner,0
164429965,23-Nov-20,5,68,2,9,32,1195.5833,0.0198,0.0365,32.0202,Windows,5,Spain,2,Returner,1
164505250,19-Oct-20,2,161.2,0,0,7,555.4,0.0444,0.0556,21.0939,MacOSX,2,France,1,Returner,0
164533643,6-Nov-20,0,0,0,0,1,0,0.2,0.2,0,Ubuntu,1,France,8,New_Access,0
164560726,23-Mar-20,0,0,0,0,1,0,0.2,0.2,0,Windows,2,Portugal,1,Returner,0
164579555,2-Nov-20,0,0,0,0,6,139.75,0.0333,0.0667,0,Windows,2,Spain,2,New_Access,0
164592600,17-Nov-20,0,0,0,0,8,184.375,0,0.0133,0,Android,2,United Kingdom,2,Returner,0
164639355,25-Nov-20,3,552.2,1,0,40,829.8,0.0744,0.0907,0,MacOSX,2,Portugal,13,Returner,0
164649410,10-Nov-20,0,0,0,0,1,0,0.2,0.2,0,Windows,2,Portugal,1,Returner,0
164670989,21-Nov-20,0,0,0,0,51,742.9603,0.0039,0.0121,0,Android,1,Spain,2,Returner,0
164704105,12-Mar-20,5,523.9167,2,21,25,439.5238,0,0.0233,0,Windows,2,Italy,2,Returner,0
164724491,23-Mar-20,3,36,0,0,9,71.3333,0,0.02,0,Windows,2,Portugal,11,New_Access,0
164737048,26-Mar-20,2,220.3333,1,70.5,75,3537.9917,0.0117,0.0274,5.771,Windows,2,Other,1,Returner,0
164795915,9-Nov-20,0,0,0,0,2,66.5,0.0667,0.1667,0,MacOSX,2,Spain,13,Returner,0
164812027,5-Mar-20,0,0,0,0,20,504.2333,0.01,0.0217,0,MacOSX,2,Portugal,1,Returner,0
164834678,15-May-20,2,17,0,0,11,440,0,0.0182,54.5345,Windows,4,Germany,4,New_Access,1
164847269,8-Mar-20,1,32,0,0,50,2867,0,0.004,153.4432,Windows,2,Italy,8,Returner,1
164907213,9-Dec-20,0,0,1,0,36,671.425,0.0054,0.0162,0,Windows,4,Portugal,2,Returner,0
164912165,24-Nov-20,0,0,0,0,9,146.375,0.075,0.0875,0,MacOSX,2,Portugal,13,Returner,0
164970032,14-Mar-20,4,56,1,88,22,1734.781,0,0.0101,0,MacOSX,2,Spain,9,Returner,0
165021956,6-Nov-20,0,0,0,0,5,115.625,0.04,0.088,0,Windows,2,Spain,3,Returner,0
165043751,31-May-20,0,0,0,0,24,676.1667,0,0.0083,2.7058,Windows,2,Other,4,Returner,1
165055385,28-Oct-20,1,26.2,0,0,4,106.8,0,0.04,36.6618,Windows,2,France,5,New_Access,1
165065017,29-May-20,16,770.6,0,0,52,3593.1293,0.0078,0.0183,0,Android,2,Portugal,2,Returner,0
165169329,9-Dec-20,4,396.5,0,0,6,415.5,0,0.0125,0,Android,1,Spain,8,New_Access,0
165226052,18-Sep-20,2,30.2,0,0,29,630.3267,0.0067,0.0233,0,Windows,2,Other,1,Returner,0
165318825,19-Oct-20,1,6,0,0,25,1177.5067,0.0083,0.0375,0,Windows,2,Spain,1,Returner,0
165408372,28-May-20,7,397.8333,0,0,28,1249.6282,0,0.0151,0,MacOSX,2,Italy,6,Returner,0
165444935,24-Nov-20,1,5,0,0,63,1405.3271,0.0032,0.0063,8.4424,Windows,2,Portugal,1,Returner,1
165471114,8-Mar-20,2,9.5,0,0,18,529.7024,0,0.0053,0,Windows,2,Brazil,2,Returner,0
165544972,12-Nov-20,17,195.4865,1,60.5,94,2267.4726,0.0021,0.0082,4.5111,MacOSX,2,Spain,2,Returner,1
165579781,23-Nov-20,5,81.2,0,0,23,269.9018,0,0.008,0,Android,1,Spain,2,New_Access,0
165596536,3-Jul-20,0,0,2,17.2,93,5496.25,0.0032,0.0141,0.1392,Windows,2,Portugal,1,Returner,1
165666050,20-May-20,0,0,0,0,29,520.6,0.0152,0.0457,0,Windows,2,Italy,1,Returner,0
165724650,5-Mar-20,2,78.3333,0,0,12,262.5,0.0286,0.0333,0,Android,1,Portugal,1,Returner,0
165741056,9-Mar-20,0,0,0,0,5,156,0,0.04,0,Windows,2,Brazil,1,Returner,0
165741732,10-Nov-20,0,0,0,0,2,0,0.2,0.2,0,MacOSX,2,Brazil,13,Returner,0
165753342,8-May-20,1,15,0,0,29,1714.4,0.0241,0.0488,0,Windows,5,Other,4,Returner,0
165762019,8-Mar-20,0,0,0,0,10,153,0.02,0.04,0,Android,1,Brazil,1,Returner,0
165795558,12-Nov-20,6,333.54,0,0,12,568.1,0,0.0125,19.6303,Windows,4,Switzerland,2,New_Access,1
166105594,9-May-20,6,162.1071,0,0,31,1269.7667,0.0121,0.0212,29.7747,Windows,5,Portugal,2,New_Access,0
166174252,24-Nov-20,5,61.4,1,0,8,32.1,0.0286,0.0643,0,MacOSX,2,Spain,1,Returner,0
166176205,15-Jun-20,3,54.8,1,28.2,24,203.0678,0,0.008,44.3597,Windows,2,Portugal,4,Returner,1
166214043,1-Dec-20,5,115.375,0,0,20,473.5,0.0261,0.029,14.8842,MacOSX,2,Portugal,1,Returner,1
166288109,16-Mar-20,0,0,0,0,5,164.3333,0.06,0.06,0,MacOSX,2,France,1,Returner,0
166344599,4-May-20,0,0,0,0,5,215,0.04,0.08,0,MacOSX,2,Spain,2,Returner,0
166418030,3-Nov-20,2,3,4,161.5,137,4791.4609,0.0044,0.021,5.4829,Windows,2,Portugal,2,Returner,1
166594930,30-Dec-20,0,0,0,0,8,183,0,0.0063,0,Windows,4,Brazil,1,Returner,0
166659959,7-Feb-20,0,0,0,0,2,33,0,0.1,0,Android,1,Portugal,3,Returner,0
166737099,19-Jun-20,0,0,0,0,1,0,0.2,0.2,0,Windows,2,Portugal,4,Returner,0
166821289,10-May-20,7,238.4667,7,300.9,33,1801.3714,0.0055,0.0404,8.0827,Windows,1,Portugal,4,Returner,0
166879221,13-Nov-20,0,0,0,0,29,488.4091,0.0143,0.0217,0,Android,8,Portugal,11,New_Access,1
166929586,4-May-20,1,260,0,0,11,198.1667,0,0.0083,0,Windows,2,United Kingdom,2,New_Access,0
166966398,1-Feb-20,0,0,0,0,4,160,0,0.075,0,iOS,2,France,3,Returner,0
166967546,12-Mar-20,2,35,0,0,11,131.3,0,0.0154,0,Windows,2,Portugal,2,New_Access,0
167048354,3-Nov-20,2,57,0,0,15,772.9167,0.0176,0.0451,0,MacOSX,2,Spain,13,Returner,0
167100277,11-May-20,3,49.3333,2,346.1667,9,194.3333,0,0.0029,0,Windows,2,Portugal,2,Returner,0
167193594,1-Mar-20,0,0,0,0,8,100,0,0.025,0,Android,1,Italy,1,Returner,0
167212672,22-Dec-20,7,198.75,0,0,20,818.5833,0,0.0028,0,MacOSX,2,Brazil,8,New_Access,0
167217139,11-May-20,0,0,2,40,12,306.3333,0.0286,0.0786,0,Windows,6,Italy,13,Returner,0
167294430,14-May-20,7,278.8333,2,15,38,2311.0909,0.0047,0.0229,4.2474,Windows,5,Portugal,3,Returner,0
167302752,10-Aug-20,0,0,0,0,5,280.2,0,0.0333,19.5061,Android,1,Brazil,2,New_Access,1
167382492,15-Oct-20,0,0,0,0,4,123.3,0,0,67.9893,Android,1,Portugal,2,Returner,1
167382503,31-May-20,0,0,0,0,19,801.5833,0.0105,0.0351,0,Android,1,Portugal,2,Returner,0
167524602,21-Nov-20,2,21.25,0,0,33,968.6444,0.0192,0.0235,0,MacOSX,2,Portugal,8,Returner,0
167783923,12-Jul-20,0,0,0,0,62,2636.5135,0.0478,0.0614,0,MacOSX,2,Spain,13,Returner,0
167801413,19-May-20,0,0,0,0,62,2232.45,0.0082,0.0397,0,Windows,2,Other,4,Returner,0
167980060,16-Dec-20,1,10,0,0,27,548.2833,0.0037,0.0253,0,Windows,4,United Kingdom,2,Returner,0
168007041,23-Mar-20,0,0,0,0,6,59,0,0.0333,0,Windows,2,Portugal,2,Returner,0
168019143,27-May-20,0,0,0,0,21,952.5333,0,0.01,91.246,Windows,4,Portugal,3,New_Access,1
168029703,8-Nov-20,0,0,3,1830.5,81,5000.7391,0.0033,0.0204,0,Windows,2,Spain,2,Returner,0
168038406,29-Mar-20,2,37,0,0,3,17,0,0.05,0,MacOSX,2,Portugal,2,New_Access,0
168136497,18-May-20,8,185,0,0,14,186.1667,0.0211,0.0351,0,MacOSX,2,Spain,4,Returner,0
168137984,24-May-20,0,0,0,0,10,724,0,0.0222,97.98,Android,1,Brazil,2,New_Access,1
168225615,7-May-20,0,0,0,0,18,668.25,0.0222,0.0356,0,MacOSX,2,Portugal,2,Returner,0
168267488,10-May-20,0,0,0,0,11,547.5,0.0182,0.0247,0,MacOSX,3,Spain,1,Returner,0
168268534,28-Nov-20,0,0,1,0,6,504.5,0,0.0571,0,Windows,2,Spain,8,Returner,0
168358753,3-May-20,4,109.5,0,0,66,1231.2,0.0063,0.0283,10.4544,Windows,2,Portugal,4,Returner,0
168399359,24-Mar-20,2,21,1,26,22,326.5833,0.0182,0.0667,0,MacOSX,2,Brazil,3,Returner,0
168414621,1-Nov-20,1,46.5,2,418.5,88,2085.9726,0,0.0063,0,Windows,2,Portugal,2,Returner,0
168458711,16-Nov-20,0,0,0,0,21,530.5833,0.019,0.0214,0,MacOSX,2,Brazil,3,Returner,0
168487776,15-Nov-20,0,0,0,0,12,1145.4167,0.0091,0.0485,0,MacOSX,2,Germany,10,Returner,0
168492518,11-Nov-20,0,0,0,0,74,1146.469,0.0216,0.0313,0.4082,Windows,2,Portugal,1,Returner,0
168495558,1-May-20,1,55,2,18,9,548,0,0.04,17.2704,Windows,4,Spain,4,Returner,1
168503933,3-Jul-20,1,25.7,0,0,6,143.3,0,0.0286,38.2733,Windows,5,Portugal,4,New_Access,1
168610752,16-Dec-20,0,0,0,0,1,0,0.2,0.2,0,Windows,2,Portugal,3,Returner,0
168625548,10-May-20,6,91.5,0,0,9,115.5,0.0182,0.0182,0,MacOSX,2,United Kingdom,3,Returner,0
168651862,23-Mar-20,0,0,0,0,3,17,0.1,0.1111,0,Android,1,Portugal,1,Returner,0
168679671,2-May-20,5,230.25,2,135,27,517.3929,0,0.0115,30.2694,Windows,2,Brazil,2,New_Access,1
168990857,24-Mar-20,1,0,0,0,1,19,0,0.1,0,Android,1,Spain,1,Returner,0
169106149,31-Mar-20,0,0,0,0,1,0,0.2,0.2,0,Windows,2,Portugal,1,Returner,0
169128415,4-Nov-20,0,0,0,0,9,1397.6667,0.0222,0.0278,0,MacOSX,2,Brazil,2,Returner,0
169143011,4-May-20,5,68.6667,0,0,11,126.5,0.0155,0.0323,0,Windows,2,Brazil,2,Returner,0
169466253,25-Nov-20,0,0,0,0,4,47.5,0,0.05,0,Windows,5,Portugal,2,Returner,0
169484477,18-Dec-20,0,0,0,0,12,892.0833,0.0167,0.0458,0,Windows,2,Other,2,New_Access,0
169596609,22-Nov-20,0,0,0,0,33,777.1167,0,0.0151,0,Windows,2,Other,2,New_Access,0
169776011,28-May-20,6,561,0,0,29,1816.4273,0.0115,0.0209,0,MacOSX,2,Switzerland,13,Returner,0
169854682,3-Nov-20,0,0,0,0,18,327.65,0.0111,0.0444,0,Android,1,Portugal,1,Returner,0
169958727,23-Mar-20,0,0,0,0,4,44,0.05,0.1,0,Windows,2,United Kingdom,10,Returner,0
169964196,25-Jul-20,2,115.2,0,0,7,211.1,0,0,0,Windows,2,France,2,New_Access,0
170096006,8-May-20,0,0,0,0,1,0,0.2,0.2,0,Windows,4,United Kingdom,3,Returner,0
170233431,28-Dec-20,0,0,1,0,10,1584.25,0.02,0.05,0,Windows,2,Portugal,8,Returner,0
170304174,7-Sep-20,6,82.0111,2,211.6,162,6117.8144,0,0.004,22.3603,Windows,2,Portugal,6,Returner,0
170314877,24-Nov-20,0,0,0,0,3,159.5,0,0.0667,0,Windows,4,Portugal,3,Returner,0
170394505,26-Dec-20,0,0,0,0,1,0,0.2,0.2,0,Android,1,Portugal,1,Returner,0
170515123,11-Mar-20,0,0,0,0,24,473.6833,0.0083,0.0095,0,MacOSX,2,Spain,1,Returner,0
170582643,19-Nov-20,0,0,0,0,14,1049.05,0,0.0167,0,MacOSX,2,Portugal,15,Returner,0
170694294,17-Jun-20,0,0,0,0,3,11,0.0667,0.1333,0,Windows,2,Portugal,4,Returner,0
170889871,6-Mar-20,0,0,0,0,18,1473.3333,0.0111,0.0444,0,Android,1,Portugal,2,Returner,0
170938842,18-Dec-20,1,22,3,39,80,1903.0816,0.0072,0.0322,0,MacOSX,2,Portugal,2,Returner,0
170948797,20-Dec-20,0,0,0,0,29,1073.2958,0.0138,0.0175,0,Android,1,Portugal,3,Returner,0
171118831,3-May-20,9,146.25,0,0,25,575,0.0067,0.0197,0,MacOSX,2,Spain,4,Returner,0
171258588,27-Dec-20,2,121,0,0,28,1830.5833,0.0156,0.0157,111.5114,Android,1,Other,2,Returner,0
171411852,10-Mar-20,2,9,0,0,50,836.8,0,0.0063,0,Windows,2,Spain,2,Returner,0
171487079,8-Aug-20,0,0,0,0,32,1028.5667,0.0125,0.0156,0,Android,1,Other,3,Returner,0
171595371,20-May-20,0,0,0,0,17,336,0,0.0188,0,Windows,2,Portugal,4,Returner,0
